   1 up - and - down	~	JJ HYPH CC HYPH JJ
   1 up and down	~	IN CC IN
   1 up and down	~	RB CC RB
   2 up and run	_	RB CC VBG
   1 up front	_	IN NN
   1 up front	_	JJ JJ
   2 up front	_	RB RB
   1 up to date	_	IN IN NN
   1 up to par	_	IN IN NN
   1 up to standard	_	IN IN NNS
   1 urgent care	_	JJ NN
   1 us news	_	NNP NNP
   1 use on	_	VB IN
   1 use on	~	VBG IN
   1 use services	~	VBG NNS
   9 use to	_	VBD TO
   1 used to	_	JJ IN
   1 utc la jolla	_	NNP NNP NNP
   1 valentine s	_	NNP POS
   1 vcu medical center	_	NNP NNP NNP
   1 veggie dog	_	NN NNS
   1 vehicle wrap	_	NN NN
   1 vic canever	_	NNP NNP
   2 video cable	_	NN NN
   1 vintage hostel	_	NNP NNP
   1 visakha industrial gases pvt. ltd.	_	NNP NNP NNPS NNP NNP
   1 voice opinion	~	VB NN
   1 waffle maker	_	NN NN
   1 wait around	_	VB RB
   1 wait for	_	VB IN
   1 wait for	~	VB IN
   3 wait for	~	VBG IN
   1 wait for	~	VBP IN
   1 wait on	_	VBG IN
   1 wait person	~	NN NN
   5 wait staff	_	NN NN
   1 waiting area	_	NN NN
   1 waiting room	_	NN NN
   2 waiting staff	_	NN NN
   1 wake up	_	VBN RP
   1 wal mart	_	NNP NNP
   1 walk - in	_	NN HYPH NN
   1 walk against drugs and alcohol	_	NNP IN NNPS CC NNP
   1 walk around	_	VBZ RB
   1 walk away	_	VBD RB
   1 walk out	_	VB RB
   2 walk out	_	VBD RB
   1 walk through	_	VBD IN
   1 walking distance	_	NN NN
   1 walking distance	~	NN NN
   1 want to	_	VB TO
   1 warm up	_	VB RP
   1 warm up	_	VBN RP
   2 warner family	_	NNP NNP
   1 warwick township	_	NNP NNP
   1 wash 'n fold	_	VB CC VB
   1 waste money	~	VB NN
   1 waste of time	_	NN IN NN
   7 waste time	_	VB NN
   1 waste time	_	VBG NN
   1 waste time	~	VB NN
   2 watch out	_	VB RP
   2 watch out for	~	VB RP IN
   1 way to go	_	NN TO VB
   2 web site	_	NN NN
   2 wedding day	_	NN NN
   1 wedding gallery	_	NNP NNP
   1 week - end	_	NN HYPH NNS
   1 weight loss	_	NN NN
   1 well - being	_	RB HYPH NN
   1 well - done	_	RB HYPH JJ
   4 well do	_	RB VBN
   1 well feed	_	RB VBN
   1 well know	_	RB VBN
   1 well spend	~	RB VBN
   1 well worth it	~	RB JJ PRP
   1 wenatchee hill	_	NNP NNS
   3 west indian	_	JJ JJ
   1 west valley	_	NNP NNP
   1 what a joke	~	WP DT NN
   3 wheel lock	_	NN NN
   1 when it come to	_	WRB PRP VBD IN
   1 when it come to	_	WRB PRP VBZ IN
   1 whether or not	_	IN CC RB
   1 whether or not	~	IN CC RB
   1 white page	_	JJ NNS
   1 who - know - what	_	WP HYPH VBZ HYPH WP
   1 who give a crap	_	WP VBZ DT NN
   1 who know	_	WP VBZ
   1 who would have	_	WP MD VB
   1 who would have guess	~	WP MD VB VBN
   1 whole foods	_	NNP NNP
   1 whole new lease on life	~	RB JJ NN IN NN
   1 why in the hell	_	WRB IN DT NN
   1 wife and kid	_	NN CC NNS
   1 wildernest inn	_	NNP NNP
   1 wildwood , nj	_	NNP , NNP
   1 will and grace	_	NNP CC NNP
   1 william and mary	_	NNP CC NNP
   1 willow lounge	_	NNP NNP
   1 window pane	_	NN NNS
   1 windsheild washer fluid	_	NN NN NN
   1 wine flight	_	NN NN
   1 wine glasses	_	NN NNS
   1 wine tasting	_	NN NN
   1 wine tasting	_	NN NNS
   1 wing night	~	NN NN
   1 winter park	_	NNP NNP
   1 winterowd fine art	_	NNP NNP NNP
   1 wisconsin ave	_	NNP NNP
   1 wisdom teeth	_	NN NN
   1 with fly colors	_	IN VBG NNS
   1 with good reason	_	IN JJ NN
   1 with the exception of	_	IN DT NN IN
   1 with the way it be	_	IN DT NN PRP VBZ
   1 within walking distance	~	IN NN NN
   1 without a doubt	_	IN DT NN
   1 without doubt	~	IN NN
   1 witness protection program	_	NN NN NN
   1 wonderful wild wildernest inn	_	JJ JJ NNP NNP
   1 wood grain	_	NN NN
   1 woodland hills	_	NNP NNPS
   1 worht every penny	_	JJ DT NN
   1 work do	_	NN VBD
   1 work do	_	NN VBZ
   1 work do	~	NN VBP
   1 work every angle	_	VB DT NN
   1 work for	~	VBD IN
   1 work for me	_	VBZ IN PRP
   1 work hard	~	VB RB
   1 work on	_	VBD IN
   2 work on	~	VB IN
   1 work on	~	VBG IN
   1 work on	~	VBN IN
   2 work out	_	VBG RP
   1 work out	_	VBP RP
   1 work perform	_	NN VBD
   1 work perform on	~	NN VBD IN
   1 work staff	_	NN NN
   1 work week	_	NN NN
   9 work with	~	VB IN
   5 work with	~	VBD IN
   2 work with	~	VBG IN
   3 work with	~	VBN IN
   3 work with	~	VBP IN
   1 world 's fair museum	_	NNP POS NNP NN
   1 world 's finest donair	_	NNP POS NNP NNP
   1 world hats mart	_	NNP NNPS NNP
   1 world series	_	NN NNS
   1 world traveler	_	NN NN
   1 worst of all	~	RBS IN DT
   4 worth every penny	_	JJ DT NN
   1 worth every penny	_	JJ JJ NN
   4 worth it	_	JJ PRP
   1 worth time	_	JJ NN
   2 would like	_	MD VB
   1 would like to thank	~	MD VB TO VB
   1 wrapping paper	_	NN NN
   1 write in stone	_	VBN IN NN
   1 write review	_	VBG NN
   1 write review	~	VB NN
   3 wrong with	_	JJ IN
   1 wunderbar pet sitting	_	NNP NNP NNP
   1 yampa valley	_	NNP NNP
   1 yards brewery	_	NNP NNP
   9 year old	_	NN JJ
   1 year old	_	NN NNS
   2 years old	_	NNS JJ
   1 years run	~	NNS VBG
   1 years to come	_	NNS TO VB
   1 yell at	~	VBD IN
   1 yell at	~	VBG IN
   1 yellow curry	_	JJ NN
   1 yellow lab	_	JJ NN
   1 yet again	_	RB RB
   1 yoga studio	~	NN NN
   1 you 've get maids	_	PRP VBP VBN NNPS
   1 you better believe	~	PRP RBR VB
   1 you ca n't beat this	_	PRP MD RB VB DT
   2 you get what you pay for	_	PRP VBP WP PRP VBP IN
   2 you guy	_	PRP NNS
   2 you guy	~	PRP NNS
   1 youngstown sports grille	_	NNP NNP NNP
   1 your self	_	GW PRP
   1 yr old	_	NN NN
