sent ID,token,v1,v2 Scene Role,v2 Prep Function,gov,note,
ewtb.r.229480.5:8,to,`i,,,V:continue,,"Even after my fusions , my back continued |to| hurt , but now it does n't hurt any more ."
ewtb.r.278775.9:16,to,`i,,,V:continue,,"We are absolutely confident that Stuart 's ethical and focused strategies will see these trends continue |to| grow , and our business will reap the rewards of this program ."
ewtb.r.005636.4:15,to,`i,,,V:dare,,This is the most humble gym you will every step into .... if you dare |to| work on your body do n't be surprised when you see how addicting going to FITNESS UNLIMITED can be !!
ewtb.r.003418.9:3,to,`i,,,V:decide,,"I eventually decided |to| just pay the balance even though the doctor has already been paid , but now the collection agency is trying to say another reversal of $ 160.00 has come through ."
ewtb.r.020992.7:14,to,`i,,,V:decide,,"After checking for signs of fire or smoke and seeing none , I decided |to| just pack up and leave ."
ewtb.r.040616.2:5,to,`i,,,V:decide,,Since then we have decided |to| have them manage our other investment properties as well as we getting older and can no longer perform all the inquires .
ewtb.r.070730.1:2,to,`i,,,V:decide,,"We decided |to| try this place last night because we noticed that it had some interesting things on the menu aside from the usual rolls -- live scallop sashimi , duck breast nigiri with foie gras , panko mussels -- but none of these were particularly great or worth the sticker price ."
ewtb.r.084373.3:7,to,`i,,,V:decide,,We called few companies before we decide |to| hire them .
ewtb.r.118679.2:15,to,`i,,,V:decide,,"Unfortunately , I 've given it a couple of tries at different times and decided |to| stop going ."
ewtb.r.278775.2:13,to,`i,,,V:decide,,"We had been evaluating SEO providers for quite some time and finally decided |to| take the plunge with Stuart , and Ulistic ."
ewtb.r.398243.4:13,to,`i,,,V:decide,,I had hear great things about Phet and G&G Automotive so I decided |to| give him a try .
ewtb.r.010378.3:6,to,`i,,,V:demand,,"During the session , he demanded |to| have my physical address , which I 've always kept private as I am enrolled in a witness protection program ."
ewtb.r.229480.6:11,to,`i,,,V:encourage,,"I would encourage anyone who is thinking of back surgery , |to| talk about different treatment options first with Dr. de Barros ."
ewtb.r.131458.3:17,to,`i,,typo: endeavor,V:endeavor,,Tina is the driving force of the business and you can be assured that she will endevour |to| satisfy all your signage requirements at the most cost effective rates .
ewtb.r.020992.12:7,to,`i,,,V:expect,,Do not go there if you expect |to| sleep through the night .
ewtb.r.183518.10:1,to,`i,,,V:expect,,"Expect |to| pay full price , and the theatres themselves are on the small side ."
ewtb.r.280663.10:6,to,`i,,,V:expect,,So we did n't expect them |to| even know some of the requests that we asked that night .
ewtb.r.333243.5:2,to,`i,,,V:expect,,"I expected |to| pay for this service , but imagine my surprise when I received a bill for MORE than what I paid to have the original return prepared ."
ewtb.r.062167.7:3,to,`i,,,V:find,,"I found her |to| be extremely solid , kind , compassionate , and intuitive as well ."
ewtb.r.224906.6:25,to,`i,,,V:find,,"The only thing I found edible were the potato wedges , I finally gave up , he kept trying - he found the fried wantons |to| be OK - His Mongolian bowl was awful ."
ewtb.r.291088.3:4,to,`i,,,V:find,,I found the office |to| be very clean and professional - looking .
ewtb.r.348247.8:5,to,`i,,,V:find,,You will find the same |to| be true for you .
ewtb.r.376320.5:12,to,`i,,,V:find,,I was very pleased to find my accommodations and the hotel staff |to| be a very calming and comforting part of my trip .
ewtb.r.376320.6:4,to,`i,,,V:find,,"I found the hotel |to| be amazingly clean , not to mention very well adorned with many pleasant surprises ."
ewtb.r.376320.7:18,to,`i,,,V:find,,From my first encounter at check in to my regrettable check out I found the staff and facility |to| exceed my expectation .
ewtb.r.004540.2:6,to,`i,,,V:forget,,"For example , I actually forgot |to| feed my cat , and they went out of their way to take care of him ."
ewtb.r.105518.4:14,to,`i,,,V:forget,,If you are on the lookout for a pure breed pup do n't forget |to| check out the shelters !
ewtb.r.158740.3:16,to,`i,,,V:forget,,I had so many strawberries right on the field ... strongly recomend ... do nt forget |to| try their great ice cream
ewtb.r.255261.10:13,to,`i,,,V:forget,,Great for the kiddies - they love the labyrinth ( do n't forget |to| tell 'em it s really a ' pagen ' thing ! ) .
ewtb.r.294081.7:17,TO,`i,,,V:forget,,IT S NOT A BIG DEAL BUT I HAD TO TAKE MY SALAD HOME BECAUSE THEY FORGOT |TO| BRING IT .
ewtb.r.385281.2:47,to,`i,,,V:get,,"I 'm 22 , and my hairdresser was great ( and not "" old "" like one of the reviews says ) - she really listened to what I wanted and gave me tons of tips on how to style my hair so I could get it |to| look the way I wanted it to ."
ewtb.r.396874.2:14,to,`i,,,V:get,,I spent 3 months going from shop to shop trying to get my Ferrari |to| run and drive the way it should .
ewtb.r.346960.6:4,to,`i,,,V:have-time,,"If I had time |to| drive to Tacoma before they closed during the work week , I would just so I could get those boots fixed properly again ."
ewtb.r.371300.3:6,to,`i,,,V:have-time,,You wo n't even have time |to| read the entire menu before being asked to order and if you ask for more time your server will wait at the table .
ewtb.r.389498.3:31,to,`i,,,V:have-time,,Today I went into Kwik Kar and there were two cars in front of me for inspection ... but I was still out of there pretty quick ... barely had time |to| read a chapter in my book .
ewtb.r.274498.3:15,to,`i,,,V:have(resource),,Best jiu - jitsu mma in Santa Rosa and i have the experience and belt |to| back it up !
ewtb.r.133601.5:4,to,`i,,,V:help,,Thank you for helping |to| preserve my teeth .
ewtb.r.121651.6:4,to,`i,,,V:hesitate,,We would not hesitate |to| use Spears Roofing again .
ewtb.r.193257.3:4,to,`i,,,V:hesitate,,I would not hesitate |to| use him again or refer him to my family or friends .
ewtb.r.205014.4:3,to,`i,,,V:hesitate,,I would hesitate |to| recommend anyone .
ewtb.r.295727.6:11,to,`i,,,V:hesitate,,"When the next hailstorm blows through , I will not hesitate |to| contact James at Team Texas Construction ."
ewtb.r.049766.10:2,to,`i,,,V:hope,desire/intention,I hope |to| be back !
ewtb.r.186284.6:5,to,`i,,,V:hope,desire/intention,Thank you Ana I hope |to| see you in the future under better circumstances .
ewtb.r.341750.5:3,to,`i,,,V:hope,desire/intention,I was hoping |to| have found a regular place to eat .
ewtb.r.263630.4:11,to,`i,,,V:instruct,comm?,"When we complained to the management ( as we were instructed |to| do if there were any problems ) , nothing happened !"
ewtb.r.085980.5:47,to,`i,,,V:intend,desire/intention,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending |to| enjoy their drink list ."
ewtb.r.357217.5:8,to,`i,,,V:know,cog,Even the least discriminating diner would know not |to| eat at Sprecher 's .
ewtb.r.231203.6:38,to,`i,,,V:learn,cog,"However , the bartenders / waitresses definately need to be re-trained ( if they ever had any to begin with ) and learn two things : only chat with customers when other customers are not impatiently waiting and |to| look around more often to see if people are waiting ."
ewtb.r.308088.2:3,to,`i,,,V:look,desire/intention,"I was looking |to| bring a customer to their lot to buy a car but the Internet salesperson Last name is Balazick sent me this email "" AND IF IT WAS WORTH MY TIME I WOULD OF BOTHERED ASWERING YOUR QUESTIONS ."
ewtb.r.308088.4:11,to,`i,,,V:look,desire/intention,As a previous Internet Manager I would deal with anyone looking |to| buy a car for a profit and not care if they came in with a broker .
ewtb.r.323449.7:44,to,`i,,,V:look,desire/intention,"I understand not wanting to put labels like 5.10 on an indoor course , because yes , it is not the same , but some clear understanding of the difficulty of one course to another is nice when you are an intermediate climber looking |to| improve ."
ewtb.r.333672.8:4,to,`i,,,V:look,desire/intention,"If you 're looking |to| buy a car , definitely give them a call ."
ewtb.r.077034.2:3,to,`i,,,V:make,,We were made |to| feel very welcome .
ewtb.r.288163.7:7,to,`i,,,V:make,,Walking in the door you are made |to| feel happy and relaxed .
ewtb.r.089136.2:2,to,`i,,,V:make-sure,,Make sure |to| put OILY sauces on your food to make it moist !
ewtb.r.194316.2:4,to,`i,,,V:make-sure,,"OMG .. make sure |to| book a reservation , as this magical place is packed ( in a nice way ) I love that the owner walks around and cares how his customers feel about their food ."
ewtb.r.018562.5:16,to,`i,,,V:make-time,,He is very professional in his position as a director and yet he still made time |to| be compassionate for what we were all going through .
ewtb.r.045972.3:8,to,`i,,,V:manage,success/failure,Now I 've found someone who can manage |to| do what I really want .
ewtb.r.183518.5:5,to,`i,,,V:manage,success/failure,The owners of Bowtie manged |to| add something new while preserving what was already there .
ewtb.r.331662.6:26,to,`i,,,V:manage,success/failure,"They do n't just dump your ingredients on and cook either , but carefully separate meat to the hotter parts of the grill and still manage |to| keep the veggies from turning to mush ."
ewtb.r.006970.5:24,to,`i,,,V:need,modality,They gave me the run around and missing paperwork only to call back to tell me someone else wanted her and I would need |to| come in and put down a deposit .
ewtb.r.010378.7:4,to,`i,,,V:need,modality,Saying that I need |to| give him my address or else I have intimacy issues is not helpful .
ewtb.r.031113.3:22,to,`i,,,V:need,modality,"The pizza is usually pretty good , the only bad one we got was on a Friday night and it just needed |to| be cooked a little more , but it was still good ."
ewtb.r.071518.4:12,to,`i,,,V:need,modality,Eagle Transmission determined that much of the work the dealer said needed |to| be done was unneccesary and what needed to be fixed was only $ 400 !!
ewtb.r.071518.4:20,to,`i,,,V:need,modality,Eagle Transmission determined that much of the work the dealer said needed to be done was unneccesary and what needed |to| be fixed was only $ 400 !!
ewtb.r.071650.6:2,to,`i,,,V:need,modality,They need |to| update the locker rooms ASAP .
ewtb.r.094189.1:1,to,`i,,,V:need,modality,Needs |to| go out of business
ewtb.r.103952.3:11,to,`i,,,V:need,modality,I have gone there time and time again whenever I need |to| get my hair done or when I want a haircut .
ewtb.r.225632.9:20,to,`i,,,V:need,modality,"The point is -- FHS gives you the opportunity to make it to a good college , but you need |to| work hard ."
ewtb.r.231203.6:8,to,`i,,,V:need,modality,"However , the bartenders / waitresses definately need |to| be re-trained ( if they ever had any to begin with ) and learn two things : only chat with customers when other customers are not impatiently waiting and to look around more often to see if people are waiting ."
ewtb.r.235423.16:17,to,`i,,,V:need,modality,I have no idea how China Delight won number 1 Chinese restaurant in Montgomery - There needs |to| be a recount on that vote .
ewtb.r.243799.5:2,to,`i,,,V:need,modality,she needs |to| develop a personality !
ewtb.r.257296.3:5,to,`i,,,V:need,modality,The comment below definitely needs |to| be retracted !
ewtb.r.345182.2:17,to,`i,,,V:need,modality,I dropped off a sheet metal piece that I needed copied due to th it was needing |to| be replaced .
ewtb.r.345182.4:12,to,`i,,,V:need,modality,They said it would be made exactly like the one I needed |to| replace .
ewtb.r.361316.5:8,to,`i,,,V:need,modality,"I know that if my garage door needs |to| be repaired , I will be calling A CLASS Garage Doors"
ewtb.r.374604.1:6,to,`i,,,V:need,modality,"I 've never felt the need |to| write a review or make a complaint before , but after the way I was spoken to by a member of staff at the kennels ( whose name I believe to be Mrs Closs ) I would now not recommend this business to anybody ."
ewtb.r.398243.6:6,to,`i,,,V:need,modality,He checked out what I needed |to| have done told me what needed be fixed before he did any work and did great repair work .
ewtb.r.036133.10:3,to,`i,,,V:neglect,success/failure,He also neglected |to| tell the other person working at the store about a dining room table that I had ordered and that was supposed to be coming in .
ewtb.r.235423.5:9,to,`i,,,V:offer,comm,They helped about three other people before they offered |to| help me again .
ewtb.r.351058.4:34,to,`i,,,V:offer,comm,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on the way , and she did nt offer |to| compensate me in any kind of way ."
ewtb.r.181748.11:17,to,`i,,,V:pretend,,"I mean , I do n't care if he does n't know , but if he pretends |to| know and tells me BS to my face , there 's no way I 'm going to trust him when matters turn to the price of the car and financing ."
ewtb.r.288100.4:44,to,`i,,,V:pretend,,"It took them nearly two months to complete a simple task , and countless calls from my part due to their lack of response and passion ( not that it 's a requirement for the job , but it helps to at least pretend |to| be helpful ) ."
ewtb.r.269560.2:2,to,`i,,typo: proceed,V:proceed,aspect,"He preceded |to| grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" ."
ewtb.r.311987.6:12,to,`i,,,V:proceed,aspect,So they were going to charge him for new peddles and proceeded |to| put them on without even telling him the price .
ewtb.r.288100.5:5,to,`i,,,V:promise,comm,"Also , I was promised |to| have my test results emailed to me , but it never happened , and after a few attempts to get Dr. Romanick on the phone to brief me on my condition , I finally gave up and went to a different doctor ."
ewtb.r.190256.9:8,to,`i,,,V:recommend,comm,I highly recommend any one considering home repair |to| give these guys a call .
ewtb.r.191666.8:3,to,`i,,,V:recommend,comm,I 'd recommend |to| save your time and energy and find another greek store .
ewtb.r.288163.9:4,to,`i,,,V:recommend,comm,I would reccomend anyone |to| go see Jana Kueck and Robin Talley to see all the many procedures they have to offer .
ewtb.r.394662.5:3,to,`i,,,V:recommend,comm,i reccomend you |to| go and enjoy their wonderful hospitality .
ewtb.r.121556.2:26,to,`i,,,V:refer,comm,"I have lived in the UTC La Jolla area for many years , and I never new this salon was here until a friend reffered me |to| see Holly here ."
ewtb.r.017345.7:3,to,`i,,,V:refuse,comm,She also refused |to| get a manager .
ewtb.r.020992.10:11,to,`i,,,V:refuse,comm,"This little drip offered no apologies whatsoever , and even refused |to| give me the name of the manager until I pressed him for it 3 times ."
ewtb.r.022533.3:20,to,`i,,,V:refuse,comm,"I called and asked about the price for hair updo and the receptionist or owner who aswered the phone refused |to| tell me , or even just give me an approximate price range ."
ewtb.r.063754.1:12,to,`i,,,V:refuse,comm,"Chuck and Gretchen were very positive , and when Alan 's refused |to| work on my bike , Chuck came right out and saw the problem and did what Alan 's mechanic would n't do ."
ewtb.r.077298.2:16,to,`i,,,V:refuse,comm,I 'm not interested in shopping in a place with people like her ... she refused |to| sell me the item at its marked price even after admitting they had made a mistake .
ewtb.r.263630.5:24,to,`i,,,V:refuse,comm,"Then , the next morning , when we , among many other irate guests , asked to speak to the owner , he refused |to| do so ."
ewtb.r.263630.8:8,to,`i,,,V:refuse,comm,"To add insult to injury , he refused |to| refund our money ."
ewtb.r.068436.2:16,to,`i,,,V:regret,cog,"I generally like the BK over the other fast serving restaurants ; however , I regreted |to| visit this restaurant at my town ."
ewtb.r.199045.2:1,to,`i,,,V:remember,cog,remember |to| ask for extra vege
ewtb.r.209465.6:1,to,`i,,,V:remember,cog,remember |to| bring cash since they do n't take debit or credit .
ewtb.r.048363.3:7,to,`i,,,V:require,modality,"Unfortunately , a family emergency required me |to| conquer this fear ."
ewtb.r.053248.19:27,to,`i,,,V:seem,,"Perhaps had we not gone into this restaurant believing Zahav was going to be golden as its name suggests ( and as the many golden reviews seem |to| attest ) , we would have enjoyed a decent little expensive experience ."
ewtb.r.083459.1:4,to,`i,,,V:seem,,They do n't seem |to| be interested in selling cars .
ewtb.r.087368.2:23,to,`i,,,V:seem,,My pharmacy order is always correct and promptly delivered but the pharmacy staff are always very short with me and do n't seem |to| like answering questions .
ewtb.r.118679.3:6,to,`i,,,V:seem,,The employees do n't really seem |to| enjoy what they are doing and it shows .
ewtb.r.125629.2:3,to,`i,,,V:seem,,And they seem |to| be posted at fairly regular intervals ?
ewtb.r.158335.3:14,to,`i,,,V:seem,,"The neon lighting sign still said "" on "" yet some guy who seemed |to| be the oldest of the bunch , more like the drunkest of the bunch told me they 'd be open tomorrow ."
ewtb.r.210875.3:2,to,`i,,,V:seem,,He seemed |to| understand how important it was for us to make sure the whole house was sprayed so he took his time .
ewtb.r.249123.2:2,to,`i,,,V:seem,,"Employees seemed |to| be having a good time chatting and laughing with each other , while myself and other customers were completely ignored ."
ewtb.r.319816.28:13,to,`i,,,V:seem,,The employees at this Sear's are completely apathetic and there did n't seem |to| be any sort of management that I could see .
ewtb.r.326439.7:4,TO,`i,,,V:seem,,EVERYTHING IN HERE SEEMS |TO| AMAZE ME !!!
ewtb.r.331662.8:6,to,`i,,,V:seem,,Every time we go they seem |to| have a different ingredient or two which keeps things interesting .
ewtb.r.333243.3:5,to,`i,,,V:seem,,That said - he seemed |to| be doing well enough .
ewtb.r.342811.10:5,to,`i,,,V:seem,,"Security in the hotel seemed |to| be excellent , but we were never given an explanation as to why someone would open these items ."
ewtb.r.342811.12:24,to,`i,,,V:seem,,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed |to| take the hotel staff quite a while to quiet them down ."
ewtb.r.342811.13:14,to,`i,,,V:seem,,"The staff was friendly , especially the front desk female supervisor , and seemed |to| want to help , but too many unusual things happened to make us want to stay there again ."
ewtb.r.127252.5:3,to,`i,,,V:set_out,desire/intention,They set out |to| exceed your expectations .
ewtb.r.133981.8:10,to,`i,,,V:start,aspect,Our unit reeks of old cigarette smoke and it started |to| become apparent a few weeks after we moved in .
ewtb.r.223912.2:9,to,`i,,,V:suggest,comm,The last time I did that I was suggested |to| buy oblivion when I told them I was looking for a fps .
ewtb.r.018562.4:16,to,`i,,,V:take-the-time,,It was a very trying time for my family and myself yet Mike took the time |to| greet each and every one one of us .
ewtb.r.043020.14:55,to,`i,,,V:take-the-time,,I 'm very frustrated at this point - it would take all of 10 min for them to come by and replace the one board that is cracked ( the crack is deep enough to stick a penny in it and it goes clear through ) yet they do not want to take the time |to| bother with what once WAS a happy customer and has now become a dissatisfied customer .
ewtb.r.077414.2:15,to,`i,,,V:take-the-time,,"Bloom Legal was really attentive to my problem , and Seth Bloom took the time |to| help me understand the legal issue I was dealing with ."
ewtb.r.365630.3:4,to,`i,,,V:take-the-time,,"He took the time |to| explain things to me about my computer , i would recommend you go to him ."
ewtb.r.385281.3:9,to,`i,,,V:take-the-time,,She deep conditioned my hair and took the time |to| style it properly .
ewtb.r.010820.7:17,to,`i,,,V:take(duration),,I was moving out from 2 bdr apartment and it took for 3 strong guys 6 hours |to| load a track ( from 2 pm - 8 pm ) .
ewtb.r.036133.13:18,to,`i,,,V:take(duration),,"I came back with the receipt Ahmed had provided upon my purchase , and the guy took forever |to| copy it but said that he would take care of the situation ."
ewtb.r.043020.14:17,to,`i,,,V:take(duration),,I 'm very frustrated at this point - it would take all of 10 min for them |to| come by and replace the one board that is cracked ( the crack is deep enough to stick a penny in it and it goes clear through ) yet they do not want to take the time to bother with what once WAS a happy customer and has now become a dissatisfied customer .
ewtb.r.093655.5:8,to,`i,,,V:take(duration),,It took over 1.5 hours for our food |to| come out and by that time my 8 month old had it !
ewtb.r.160073.3:6,to,`i,,,V:take(duration),,Well it took us a while |to| find one that we liked .
ewtb.r.230176.4:8,to,`i,,,V:take(duration),,It took the Vigor team only 4 visits |to| get me feeling normal !
ewtb.r.275919.12:7,to,`i,,,V:take(duration),,"On call , it takes a day |to| get our issues resolved ."
ewtb.r.275919.9:5,to,`i,,,V:take(duration),,How long does it take |to| train new people at work ?
ewtb.r.280663.6:17,to,`i,,,V:take(duration),,"They asked us things that we would have never have thought of , and took extra time |to| meet with us when we needed it before the wedding ."
ewtb.r.288100.4:6,to,`i,,,V:take(duration),,"It took them nearly two months |to| complete a simple task , and countless calls from my part due to their lack of response and passion ( not that it 's a requirement for the job , but it helps to at least pretend to be helpful ) ."
ewtb.r.333243.6:45,to,`i,,,V:take(duration),,"Asked why , Rod simply told me that he had to research how to do the amendment ( it was an amended to show that I had purchased a home - nothing out of the ordinary , one would think ) and that took time |to| figure out ."
ewtb.r.336049.3:20,to,`i,,,V:take(duration),,"~ It took over 40 mins to be taken to our table , once there it took another 20 mins |to| get our orders and a further 45 mins till our starters landed on our table ."
ewtb.r.336049.3:6,to,`i,,,V:take(duration),,"~ It took over 40 mins |to| be taken to our table , once there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."
ewtb.r.342811.12:32,to,`i,,,V:take(duration),,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite a while |to| quiet them down ."
ewtb.r.342811.7:8,to,`i,,,V:take(duration),,In the second room it took 3 tries |to| get all the towels and linens we requested .
ewtb.r.247226.9:9,to,`i,,,V:teach,comm?,Beware of the nail program you are not taught |to| use a nail drill AT ALL you learn the old fashioned way of doing nails you will not be able to do well in a salon !!!
ewtb.r.008585.3:8,to,`i,,,V:tell,comm,"It was 4:50 when a friend told me |to| call Bud , he would take care of me ."
ewtb.r.022533.4:3,to,`i,,,V:tell,comm,He told us |to| stop by the salon and then he will tell us the price .
ewtb.r.048363.4:16,to,`i,,,V:tell,comm,A very good friend of mine highly recommended the Professional Driving School and I was told |to| specifically ask for Gerry .
ewtb.r.071650.8:18,to,`i,,,V:tell,comm,"The owner was VERY rude , accused me of not reading my contract , and basically told me |to| shut up when I was trying to ask questions to further understand the process of canceling my membership ."
ewtb.r.079375.4:15,to,`i,,,V:tell,comm,We have to leave him at the vet for 3 days and I was told |to| call for check ups as often as I wished that no matter how many times I called I would not annoy them .
ewtb.r.135800.6:3,to,`i,,,V:tell,comm,They told me |to| bring it back after 5000 miles .
ewtb.r.165018.6:3,to,`i,,,V:tell,comm,To warn you |to| stay away from this place just is n't enough .
ewtb.r.220214.2:15,to,`i,,,V:tell,comm,"First of all , if you call for an appointment they wo n't tell you |to| call back a month later so you can then make one ."
ewtb.r.319816.4:20,to,`i,,,V:tell,comm,"I waited about 20 minutes in the store part before anyone was able to assist me and was then told |to| pull my car into the shop ( that is apparently what you are supposed to do , but the big signs pointing you that way are for some reason kept inside the garage , so you do n't see them drving up , and they purposely block the front pull - up that all other Sear's use ) ."
ewtb.r.333243.9:27,to,`i,,,V:tell,comm,"However , now that I have come to realize that I am going to owe the IRS $ 6,000 + despite doing exactly what Rod told me |to| do , I feel I have to voice my opinion ."
ewtb.r.371300.4:12,to,`i,,,V:tell,comm,This is the only place I have ever eaten and been told |to| leave because other people were waiting .
ewtb.r.103952.5:9,to,`i,,,V:tend,,"The service is great and during weekends it tends |to| get busy , but the wait is worthwhile ."
ewtb.r.376320.4:3,to,`i,,,V:tend,,This can tend |to| be a stressful experience in itself let alone adding crossing boarders for the first time .
ewtb.r.324337.7:3,to,`i,,,V:thrive,,And they THRIVE |to| get a customer .
ewtb.r.211797.22:16,to,`i,,,V:trust,,I felt very much like Wedding Gallery was being dishonest and I would n't trust them |to| lace me up in another gown let alone trust them with the gown I will wear on the most important day of my life .
ewtb.r.017345.8:7,to,`i,,,V:try,desire/intention,"I left my number , or tried |to| anyway ."
ewtb.r.071650.8:25,to,`i,,,V:try,desire/intention,"The owner was VERY rude , accused me of not reading my contract , and basically told me to shut up when I was trying |to| ask questions to further understand the process of canceling my membership ."
ewtb.r.083459.2:7,to,`i,,,V:try,desire/intention,"Went there yesterday : we are trying |to| decide between two different Honda models , so we wanted to test - drive both back to back ."
ewtb.r.083459.6:19,to,`i,,,V:try,desire/intention,"Do n't waste time , just drive 10 minutes more down to Stevens Creek , they actually do try |to| help their customers there !"
ewtb.r.117115.4:6,to,`i,,,V:try,desire/intention,"Three weeks ago , burglars tried |to| gain entry into the rear of my home ."
ewtb.r.117115.6:14,to,`i,,,V:try,desire/intention,"Next , they tried to force the window with a pry bar and then |to| break the window with a hammer ."
ewtb.r.117115.6:4,to,`i,,,V:try,desire/intention,"Next , they tried |to| force the window with a pry bar and then to break the window with a hammer ."
ewtb.r.133981.4:26,to,`i,,,V:try,desire/intention,Both bathrooms look like they were flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try |to| cover it up .
ewtb.r.142081.5:31,to,`i,,,V:try,desire/intention,What made it perfect was that they offered transportation so that I would not have to wait there or take time off of work to go back and forth or try |to| find a ride .
ewtb.r.142081.7:8,to,`i,,,V:try,desire/intention,I also did not feel like they tried |to| sell me a bunch of services that I did not need .
ewtb.r.148971.14:23,to,`i,,,V:try,desire/intention,"I , along with my friends , consider this doctor to be the cause of my death as he is not even trying |to| save my life by operating ."
ewtb.r.181748.8:6,to,`i,,,V:try,desire/intention,"After that , I just tried |to| ignore his lack of professionalism and test drive the car ."
ewtb.r.217542.2:80,TO,`i,,,V:try,desire/intention,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING |TO| TALK ."
ewtb.r.224906.5:4,to,`i,,,V:try,desire/intention,We both kept trying |to| find something we liked .
ewtb.r.249123.3:13,to,`i,,,V:try,desire/intention,Another person in the store stood there with an item and repeatedly tried |to| get a sales person s attention .
ewtb.r.309258.2:28,to,`i,,,V:try,desire/intention,"I used to take my cars there all the time , but management changes hands too frequently , the service has been slow , and they often try |to| "" add on "" extra services , which sometimes is not needed ."
ewtb.r.336049.6:7,to,`i,,,V:try,desire/intention,On top of that though they tried |to| charge us service charge just to rub it it ....
ewtb.r.363873.6:20,to,`i,,,V:try,desire/intention,"Then , when we moved out , we cleaned the apartment top to bottom , they came back and tried |to| charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) ."
ewtb.r.371300.7:10,to,`i,,,V:try,desire/intention,"Plus the drinks are self service , have fun trying |to| negotiate the small cafeteria space to get your coffee , juice or water ."
ewtb.r.396874.2:10,to,`i,,,V:try,desire/intention,I spent 3 months going from shop to shop trying |to| get my Ferrari to run and drive the way it should .
ewtb.r.396880.2:2,to,`i,,,V:try,desire/intention,"I tried |to| stay here for a few nights with my girlfriend , so we asked for a single queen bed ."
ewtb.r.398152.3:12,to,`i,,,V:try,desire/intention,"I guess they figured me for an easy mark , and tried |to| explain that my car would n't pass unless I replaced a hose ."
ewtb.r.360698.2:25,to,`i,,,V:turn_out,,"But my wife and I first went there thinking it would be Brazilian food ( think lots of meat ) , but it turned out |to| be a vegan restaurant !"
ewtb.r.369210.7:14,to,`i,,,V:urge,comm,I urge all St. Thomas the Apostle parishioners and all of South Florida residents |to| come see Gus !!!
ewtb.r.042416.1:3,to,`i,,,V:wait,,Ca n't wait |to| go back !!!
ewtb.r.042416.7:4,to,`i,,,V:wait,,"We can not wait |to| go back to Santa Fe and to this great B&B ... especially my 4 year old , who made friends with Ms. Sue and all the ladies , and has talked about them since we left !"
ewtb.r.043020.3:16,to,`i,,,V:wait,,"They were very polite , eager to answer any questions and willing to wait for us |to| return from vacation to begin installing our fence ."
ewtb.r.122270.7:9,to,`i,,,V:wait,,Everyone was so helpful that I can not wait |to| go back .....
ewtb.r.187266.13:3,to,`i,,,V:wait,,Can not wait |to| go gain .
ewtb.r.018465.9:2,to,`i,,,V:want,desire/intention,I wanted |to| be very blonde and instead he pulled my root color throughout my whole hair which is a gross mousey brown .
ewtb.r.018562.2:2,to,`i,,,V:want,desire/intention,I want |to| say that Mike did a great job for our family in our time of need .
ewtb.r.022533.6:4,to,`i,,,V:want,desire/intention,I do n't want |to| waste my time with them .
ewtb.r.037794.1:12,to,`i,,,V:want,desire/intention,We came at around 730 and they close at 8 and wanted |to| try the specials but they were out for the day so I would say go way before they close .
ewtb.r.043020.11:13,to,`i,,,V:want,desire/intention,Well - when you pay over $ 1000 for something you want it |to| hold up and look good !!!
ewtb.r.043020.14:51,to,`i,,,V:want,desire/intention,I 'm very frustrated at this point - it would take all of 10 min for them to come by and replace the one board that is cracked ( the crack is deep enough to stick a penny in it and it goes clear through ) yet they do not want |to| take the time to bother with what once WAS a happy customer and has now become a dissatisfied customer .
ewtb.r.043020.15:8,to,`i,,,V:want,desire/intention,So I figure if they do n't want |to| take the time to fix the fence that they installed then I 'll take the time to let everyone I can know about how they treat customers once they have your money !!!
ewtb.r.045972.2:3,to,`i,,,V:want,desire/intention,I just wanted |to| try your clinic because I was not totally happy with my current therapist I regularly see .
ewtb.r.054496.2:12,to,`i,,,V:want,desire/intention,Someone else I found that said they could do it but wanted |to| charge me more and give me less warranty .
ewtb.r.063347.2:2,to,`i,,,V:want,desire/intention,We wanted |to| see the sun - and we also got much more !
ewtb.r.063963.3:12,to,`i,,,V:want,desire/intention,"Even taking into account the fact that my 3 year old wanted |to| run most of the way round , it took us just over one hour start to finish ."
