ewtb.r.247226.3,1431806159,1431806161,@nschneid,,"{""initval"": ""You do NOT learn the things you were promised ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431156322,1431140109]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task20"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""do|`a"",""3"":""learn|cognition"",""5"":""things|`"",""7"":""were|`a"",""8"":""promised|cognition""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=94&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",You do NOT learn the things you were promised .,,,You do NOT learn the things you were promised .
ewtb.r.247226.6,1431806333,1431806335,@nschneid,,"{""initval"": ""Staff is under educated ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431156454,1431140124]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task20"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""Staff|GROUP"",""1"":""is|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=96&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Staff is under educated .,,,Staff is under educated .
ewtb.r.247226.8,1431806335,1431806350,@nschneid,,"{""initval"": ""Over_priced for students to learn !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431156459,1431140132]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task20"",   ""sgroups"": [[0,1]],   ""wgroups"": [],   ""chklbls"": {""2"":""for|Beneficiary"",""3"":""students|GROUP"",""4"":""to|`i"",""5"":""learn|cognition""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=97&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Over_priced for students to learn !,,,Over priced for students to learn !
ewtb.r.247226.9,1435067420,1435067530,@nschneid,,"{""initval"": ""Beware of the nail program you are not taught to use a nail_drill AT_ALL you learn the old_fashioned way of doing nails you will not be able to do well in a salon !!!"",  ""beforeVExpand"": "",  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task20,21,25,30,31-superset_or_species_or_whole"",   ""sgroups"": [[12,13],[14,15],[19,20]],   ""wgroups"": [],   ""chklbls"": {""0"":""Beware|cognition"",""1"":""of|Stimulus"",""3"":""nail|BODY"",""4"":""program|COGNITION"",""6"":""are|`a"",""8"":""taught|cognition"",""9"":""to|`i"",""10"":""use|contact"",""12"":""nail|ARTIFACT"",""14"":""AT|Extent"",""17"":""learn|cognition"",""21"":""way|ACT"",""22"":""of|Possessor"",""23"":""doing|body"",""24"":""nails|BODY"",""28"":""be|stative"",""30"":""to|`i"",""31"":""do|social"",""33"":""in|Location"",""35"":""salon|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20%2C21%2C25%2C30%2C31-superset_or_species_or_whole&inst=1b&u=nschneid&psst=&from=1&initialStage=1&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Beware of the nail program you are not taught to use a nail_drill AT_ALL you learn the old_fashioned way of doing nails you will not be able to do well in a salon !!!,,,Beware of the nail program you are not taught to use a nail drill AT ALL you learn the old fashioned way of doing nails you will not be able to do well in a salon !!!
ewtb.r.247226.10,1431806465,1431806467,@nschneid,,"{""initval"": ""BEWARE !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""mgreen"",""twater""], ""times"": [1431156575,1431140192]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task20"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""BEWARE|cognition""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20&inst=1b&u=nschneid&psst=&from=99&initialStage=1&reconcile%5B0%5D=mgreen&reconcile%5B1%5D=twater&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",BEWARE !,,,BEWARE !
ewtb.r.351727.1,1431918770,1431918772,@nschneid,,"{""initval"": ""Overpriced"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431716933,1431640393]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task30"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=9&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Overpriced,,,Overpriced
ewtb.r.351727.3,1431971712,1431971739,@nschneid,,"{""initval"": ""The food is mediocre~at_best , and largely overpriced given the portion size and quality ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431716962,1431640399]},  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task30"",   ""sgroups"": [[4,5]],   ""wgroups"": [[3,4,5]],   ""chklbls"": {""1"":""food|FOOD"",""2"":""is|stative"",""4"":""at|Extent"",""10"":""given|stative"",""12"":""portion|RELATION"",""13"":""size|QUANTITY"",""15"":""quality|ATTRIBUTE""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=10&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","The food is mediocre~at_best , and largely overpriced given the portion size and quality .",,,"The food is mediocre at best , and largely overpriced given the portion size and quality ."
ewtb.r.351727.5,1431918806,1431918820,@nschneid,,"{""initval"": ""I have ate here 3 times since they first opened , and the service has been poor each time , the staff always comes_across as somewhat rude and slow ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431716998,1431640430]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task30"",   ""sgroups"": [[23,24]],   ""wgroups"": [],   ""chklbls"": {""1"":""have|`a"",""2"":""ate|consumption"",""5"":""times|EVENT"",""6"":""since|RelativeTime"",""9"":""opened|stative"",""13"":""service|ACT"",""14"":""has|`a"",""15"":""been|stative"",""18"":""time|EVENT"",""21"":""staff|GROUP"",""23"":""comes|cognition"",""25"":""as|Attribute""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=11&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","I have ate here 3 times since they first opened , and the service has been poor each time , the staff always comes_across as somewhat rude and slow .",,,"I have ate here 3 times since they first opened , and the service has been poor each time , the staff always comes across as somewhat rude and slow ."
ewtb.r.355325.1,1431958311,1431958315,@nschneid,,"{""initval"": ""My favorite florist !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431717971,1431641060]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task30"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""2"":""florist|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=38&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",My favorite florist !,,,My favorite florist !
ewtb.r.355325.3,1431958428,1431958430,@nschneid,,"{""initval"": ""They were beautiful and lasted forever !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431718061,1431641125]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task30"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""were|stative"",""4"":""lasted|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=40&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",They were beautiful and lasted forever !,,,They were beautiful and lasted forever !
ewtb.r.355325.5,1431958459,1431958463,@nschneid,,"{""initval"": ""Hands_down , best place in the area !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431718151,1431641143]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task30"",   ""sgroups"": [[0,1]],   ""wgroups"": [],   ""chklbls"": {""0"":""Hands|`"",""4"":""place|GROUP"",""5"":""in|Location"",""7"":""area|LOCATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=42&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","Hands_down , best place in the area !",,,"Hands down , best place in the area !"
ewtb.r.356920.4,1435067677,1435067688,@nschneid,,"{""initval"": ""There are plenty of good dentists in Fernandina ."",  ""beforeVExpand"": "",  ""usingCurrentVersionThisUser"": ""true"",  ""query"": ""cu-task20,21,25,30,31-superset_or_species_or_whole"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""are|stative"",""2"":""plenty|QUANTITY"",""3"":""of|Quantity"",""5"":""dentists|PERSON"",""6"":""in|Location"",""7"":""Fernandina|LOCATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task20%2C21%2C25%2C30%2C31-superset_or_species_or_whole&inst=1b&u=nschneid&psst=&from=18&initialStage=1&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",There are plenty of good dentists in Fernandina .,,,There are plenty of good dentists in Fernandina .
ewtb.r.356920.5,1431958525,1431958528,@nschneid,,"{""initval"": ""Do n\'t go to Amelia_Gentle_Dentistry ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""csmitz""], ""times"": [1431718482,1431641241]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task30"",   ""sgroups"": [[4,5,6]],   ""wgroups"": [],   ""chklbls"": {""0"":""Do|`a"",""2"":""go|motion"",""3"":""to|Destination"",""4"":""Amelia|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task30&inst=1b&u=nschneid&psst=&from=51&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=csmitz&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Do n't go to Amelia_Gentle_Dentistry .,,,Do n't go to Amelia Gentle Dentistry .
ewtb.r.095523.3,1432178223,1432178270,@nschneid,,"{""initval"": ""She continues to help me when needed even if I have a service question ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1432077655,1430190704]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task09"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""continues|stative"",""2"":""to|`i"",""3"":""help|social"",""6"":""needed|cognition"",""10"":""have|stative"",""12"":""service|ACT"",""13"":""question|COMMUNICATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task09&inst=1b&u=nschneid&psst=&from=0&initialStage=1&reconcile[0]=csmitz&reconcile[1]=ngordi&new=^&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",She continues to help me when needed even if I have a service question .,,,She continues to help me when needed even if I have a service question .
ewtb.r.095523.6,1432178294,1432178297,@nschneid,,"{""initval"": ""Service does not get any better !!!!"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1432077709,1430190739]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task09"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""Service|ACT"",""1"":""does|`a"",""3"":""get|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task09&inst=1b&u=nschneid&psst=&from=2&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Service does not get any better !!!!,,,Service does not get any better !!!!
ewtb.r.105326.1,1432179603,1432179606,@nschneid,,"{""initval"": ""How a pizza_place should be !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1432078671,1430191806]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task09"",   ""sgroups"": [[2,3]],   ""wgroups"": [],   ""chklbls"": {""2"":""pizza|GROUP"",""5"":""be|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task09&inst=1b&u=nschneid&psst=&from=52&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",How a pizza_place should be !,,,How a pizza place should be !
ewtb.r.105326.2,1432179606,1432179609,@nschneid,,"{""initval"": ""+ there is a free cola with every pizza ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""ngordi""], ""times"": [1432080884,1430191813]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task09"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""2"":""is|stative"",""5"":""cola|FOOD"",""6"":""with|Accompanier"",""8"":""pizza|FOOD""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task09&inst=1b&u=nschneid&psst=&from=53&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",+ there is a free cola with every pizza .,,,+ there is a free cola with every pizza .
ewtb.r.085424.3,1432935118,1432935126,@nschneid,,"{""initval"": ""I have had all three of my children attend Lake_Forest_Tots ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432151523,1430186617]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task08"",   ""sgroups"": [[9,10,11]],   ""wgroups"": [],   ""chklbls"": {""1"":""have|`a"",""2"":""had|stative"",""5"":""of|Superset"",""7"":""children|PERSON"",""8"":""attend|social"",""9"":""Lake|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=27&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",I have had all three of my children attend Lake_Forest_Tots .,,,I have had all three of my children attend Lake Forest Tots .
ewtb.r.085424.4,1432935126,1432935147,@nschneid,,"{""initval"": ""The program is well established and we have been extremely satisfied with the teachers , the programs and the director ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432151544,1430186697]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task08"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""program|GROUP"",""2"":""is|`a"",""4"":""established|social"",""7"":""have|`a"",""8"":""been|stative"",""11"":""with|Stimulus"",""13"":""teachers|PERSON"",""16"":""programs|GROUP"",""19"":""director|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=28&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","The program is well established and we have been extremely satisfied with the teachers , the programs and the director .",,,"The program is well established and we have been extremely satisfied with the teachers , the programs and the director ."
ewtb.r.085424.5,1432935147,1432935149,@nschneid,,"{""initval"": ""Good_job , Lake_Forest_Tots !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432151687,1430186699]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task08"",   ""sgroups"": [[0,1],[3,4,5]],   ""wgroups"": [],   ""chklbls"": {""0"":""Good|`"",""3"":""Lake|GROUP""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=29&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","Good_job , Lake_Forest_Tots !",,,"Good job , Lake Forest Tots !"
ewtb.r.094621.2,1432959463,1432959500,@nschneid,,"{""initval"": ""A&E came_out , charged $ 129 fee just to walk in the door ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432153448,1430189763]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task08"",   ""sgroups"": [[1,2]],   ""wgroups"": [],   ""chklbls"": {""0"":""A&E|GROUP"",""1"":""came|motion"",""4"":""charged|possession"",""7"":""fee|POSSESSION"",""9"":""to|Purpose"",""10"":""walk|motion"",""11"":""in|Location"",""13"":""door|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=89&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","A&E came_out , charged $ 129 fee just to walk in the door .",,,"A&E came out , charged $ 129 fee just to walk in the door ."
ewtb.r.095523.1,1432960358,1432960360,@nschneid,,"{""initval"": ""GREAT SERVICE AND PEOPLE !!"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432153815,1430190554]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task08"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""SERVICE|ACT"",""3"":""PEOPLE|PERSON""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=98&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",GREAT SERVICE AND PEOPLE !!,,,GREAT SERVICE AND PEOPLE !!
ewtb.r.095523.2,1432960360,1432960372,@nschneid,,"{""initval"": ""Deb_Watson is the contact person and she and the rest of the staff were great !!!"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""ngordi""], ""times"": [1432153830,1430190585]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task08"",   ""sgroups"": [[0,1]],   ""wgroups"": [],   ""chklbls"": {""0"":""Deb|PERSON"",""2"":""is|stative"",""4"":""contact|PERSON"",""5"":""person|PERSON"",""10"":""rest|GROUP"",""11"":""of|Superset"",""13"":""staff|GROUP"",""14"":""were|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task08&inst=1b&u=nschneid&psst=&from=99&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=ngordi&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Deb_Watson is the contact person and she and the rest of the staff were great !!!,,,Deb Watson is the contact person and she and the rest of the staff were great !!!
ewtb.r.134622.1,1433546795,1433546831,@nschneid,,"{""initval"": ""We just got our sunroom built by Patio_World and can say that I \'m extremely happy_with the whole thing ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""mgreen""], ""times"": [1432667544,1430368146]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task12"",   ""sgroups"": [[7,8]],   ""wgroups"": [],   ""chklbls"": {""2"":""got|stative"",""4"":""sunroom|ARTIFACT"",""5"":""built|creation"",""6"":""by|Agent"",""7"":""Patio|GROUP"",""11"":""say|communication"",""14"":""'m|stative"",""17"":""with|Stimulus"",""20"":""thing|ARTIFACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task12&inst=1b&u=nschneid&psst=&from=46&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",We just got our sunroom built by Patio_World and can say that I 'm extremely happy with the whole thing .,,,We just got our sunroom built by Patio World and can say that I 'm extremely happy with the whole thing .
ewtb.r.134622.3,1433568885,1433568888,@nschneid,,"{""initval"": ""I have nothing bad to say ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""mgreen""], ""times"": [1432668167,1430368982]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task12"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""have|stative"",""2"":""nothing|`"",""4"":""to|`i"",""5"":""say|communication""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task12&inst=1b&u=nschneid&psst=&from=48&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",I have nothing bad to say .,,,I have nothing bad to say .
ewtb.r.134622.4,1433568888,1433568891,@nschneid,,"{""initval"": ""Very glad that we went_with them ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""csmitz"",""mgreen""], ""times"": [1432668169,1430368990]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task12"",   ""sgroups"": [[4,5]],   ""wgroups"": [],   ""chklbls"": {""4"":""went|stative""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task12&inst=1b&u=nschneid&psst=&from=49&initialStage=1&reconcile%5B0%5D=csmitz&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Very glad that we went_with them .,,,Very glad that we went with them .
ewtb.r.146820.1,1433632253,1433632255,@nschneid,,"{""initval"": ""Amazing service !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""mgreen""], ""times"": [1433257104,1430371939]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task13"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""1"":""service|ACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task13&inst=1b&u=nschneid&psst=&from=4&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Amazing service !,,,Amazing service !
ewtb.r.146820.2,1433632255,1433632259,@nschneid,,"{""initval"": ""I just had the best experience at this Kal_Tire location ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""mgreen""], ""times"": [1433257111,1430371953]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task13"",   ""sgroups"": [[8,9]],   ""wgroups"": [],   ""chklbls"": {""2"":""had|stative"",""5"":""experience|EVENT"",""6"":""at|Location"",""8"":""Kal|GROUP"",""10"":""location|LOCATION""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task13&inst=1b&u=nschneid&psst=&from=5&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",I just had the best experience at this Kal_Tire location .,,,I just had the best experience at this Kal Tire location .
ewtb.r.146820.3,1433632259,1433632261,@nschneid,,"{""initval"": ""Courteous , fast and friendly ."",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""mgreen""], ""times"": [1433257112,1430372082]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task13"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task13&inst=1b&u=nschneid&psst=&from=6&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}","Courteous , fast and friendly .",,,"Courteous , fast and friendly ."
ewtb.r.147825.1,1433632261,1433632262,@nschneid,,"{""initval"": ""Rip_Off !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""mgreen""], ""times"": [1433257114,1430372085]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task13"",   ""sgroups"": [[0,1]],   ""wgroups"": [],   ""chklbls"": {""0"":""Rip|ACT""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task13&inst=1b&u=nschneid&psst=&from=7&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Rip_Off !,,,Rip Off !
ewtb.r.147825.3,1433632262,1433632264,@nschneid,,"{""initval"": ""Ridiculous !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""mgreen""], ""times"": [1433257115,1430372087]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task13"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task13&inst=1b&u=nschneid&psst=&from=8&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Ridiculous !,,,Ridiculous !
ewtb.r.147825.6,1433632264,1433632266,@nschneid,,"{""initval"": ""Avoid !"",  ""beforeVExpand"": "",  ""reconciled"": {""users"": [""afarber"",""mgreen""], ""times"": [1433257117,1430372091]},  ""usingCurrentVersionThisUser"": "",  ""query"": ""cu-task13"",   ""sgroups"": [],   ""wgroups"": [],   ""chklbls"": {""0"":""Avoid|cognition""},   ""url"": ""www.ark.cs.cmu.edu/nschneid/mwe/dev/nanni/nanni.php?q=cu-task13&inst=1b&u=nschneid&psst=&from=9&initialStage=1&reconcile%5B0%5D=afarber&reconcile%5B1%5D=mgreen&new=%5E&v=+"",   ""session"": "",  ""authuser"": ""nschneid""}",Avoid !,,,Avoid !
